Date,Hour,Month,Gender,Age,Nationality,Day
2024-04-10,15,4,M,70,Local,Wednesday
2024-04-10,14,4,F,37,Foreigner,Wednesday
2024-04-10,10,4,F,43,Local,Wednesday
2024-04-10,17,4,F,33,Foreigner,Wednesday
2024-04-10,17,4,F,48,Local,Wednesday
2024-04-10,10,4,M,19,Local,Wednesday
2024-04-10,16,4,F,60,Local,Wednesday
2024-04-10,17,4,M,62,Local,Wednesday
2024-04-10,18,4,F,52,Local,Wednesday
2024-04-10,10,4,F,65,Local,Wednesday
2024-04-10,10,4,M,62,Local,Wednesday
2024-04-10,16,4,F,51,Local,Wednesday
2024-04-10,10,4,F,24,Local,Wednesday
2024-04-10,16,4,M,38,Local,Wednesday
2024-04-10,10,4,F,42,Local,Wednesday
2024-04-10,14,4,F,43,Local,Wednesday
2024-04-10,10,4,M,35,Local,Wednesday
2024-04-10,11,4,F,46,Local,Wednesday
2024-04-10,13,4,M,60,Local,Wednesday
2024-04-10,10,4,M,60,Local,Wednesday
2024-04-10,13,4,F,43,Local,Wednesday
2024-04-10,16,4,F,39,Local,Wednesday
2024-04-10,12,4,M,37,Local,Wednesday
2024-04-10,18,4,M,32,Local,Wednesday
2024-04-10,13,4,F,25,Local,Wednesday
2024-04-10,18,4,F,65,Local,Wednesday
2024-04-10,17,4,M,21,Foreigner,Wednesday
2024-04-10,13,4,F,43,Foreigner,Wednesday
2024-04-10,11,4,F,47,Local,Wednesday
2024-04-10,17,4,M,49,Local,Wednesday
2024-04-10,14,4,F,61,Foreigner,Wednesday
2024-04-10,11,4,M,54,Foreigner,Wednesday
2024-04-10,10,4,M,30,Local,Wednesday
2024-04-10,14,4,F,33,Local,Wednesday
2024-04-10,10,4,F,25,Local,Wednesday
2024-04-10,10,4,M,23,Local,Wednesday
2024-04-10,14,4,F,48,Local,Wednesday
2024-04-10,11,4,M,27,Local,Wednesday
2024-04-10,17,4,F,65,Local,Wednesday
2024-04-10,10,4,F,38,Foreigner,Wednesday
2024-04-10,16,4,F,22,Local,Wednesday
2024-04-10,17,4,F,50,Local,Wednesday
2024-04-10,11,4,F,52,Foreigner,Wednesday
2024-04-10,13,4,M,58,Local,Wednesday
2024-04-10,15,4,F,47,Local,Wednesday
2024-04-10,16,4,F,42,Local,Wednesday
2024-04-10,17,4,F,41,Local,Wednesday
2024-04-10,17,4,M,30,Local,Wednesday
2024-04-10,14,4,F,35,Local,Wednesday
2024-04-10,13,4,M,63,Local,Wednesday
2024-04-10,18,4,M,50,Local,Wednesday
2024-04-10,18,4,M,26,Local,Wednesday
2024-04-10,12,4,M,39,Local,Wednesday
2024-04-10,16,4,F,39,Foreigner,Wednesday
2024-04-10,14,4,M,41,Local,Wednesday
2024-04-10,12,4,M,26,Local,Wednesday
2024-04-10,15,4,F,29,Foreigner,Wednesday
2024-04-10,15,4,M,54,Foreigner,Wednesday
2024-04-10,12,4,F,35,Foreigner,Wednesday
2024-04-10,11,4,F,54,Local,Wednesday
2024-04-10,12,4,F,58,Foreigner,Wednesday
2024-04-10,11,4,M,43,Local,Wednesday
2024-04-10,17,4,M,50,Local,Wednesday
2024-04-10,18,4,F,64,Local,Wednesday
2024-04-10,10,4,M,37,Local,Wednesday
2024-04-10,10,4,F,38,Local,Wednesday
2024-04-10,17,4,F,24,Local,Wednesday
2024-04-10,10,4,M,22,Foreigner,Wednesday
2024-04-10,16,4,M,31,Local,Wednesday
2024-04-10,18,4,F,38,Local,Wednesday
2024-04-10,18,4,M,53,Foreigner,Wednesday
2024-04-10,18,4,M,25,Local,Wednesday
2024-04-10,10,4,F,52,Local,Wednesday
2024-04-10,14,4,M,69,Local,Wednesday
2024-04-10,17,4,F,19,Local,Wednesday
2024-04-10,13,4,F,34,Foreigner,Wednesday
2024-04-10,11,4,M,38,Local,Wednesday
2024-04-10,14,4,M,29,Local,Wednesday
2024-04-10,14,4,M,44,Local,Wednesday
2024-04-10,15,4,F,55,Local,Wednesday
2024-04-10,10,4,M,51,Local,Wednesday
2024-04-10,11,4,M,50,Local,Wednesday
2024-04-10,10,4,M,43,Local,Wednesday
2024-04-10,12,4,F,37,Local,Wednesday
2024-04-10,16,4,M,45,Local,Wednesday
2024-04-10,18,4,M,43,Foreigner,Wednesday
2024-04-10,11,4,M,65,Local,Wednesday
2024-04-10,11,4,F,65,Local,Wednesday
2024-04-10,11,4,F,33,Local,Wednesday
2024-04-10,16,4,F,53,Local,Wednesday
2024-04-10,15,4,F,52,Local,Wednesday
2024-04-10,10,4,M,50,Foreigner,Wednesday
2024-04-10,15,4,M,54,Local,Wednesday
2024-04-10,15,4,M,27,Local,Wednesday
2024-04-10,16,4,M,38,Local,Wednesday
2024-04-10,15,4,F,21,Local,Wednesday
2024-04-10,14,4,F,29,Foreigner,Wednesday
2024-04-10,11,4,M,28,Local,Wednesday
2024-04-10,17,4,F,22,Local,Wednesday
2024-04-10,12,4,F,25,Local,Wednesday
2024-04-10,16,4,M,67,Local,Wednesday
2024-04-10,13,4,M,70,Local,Wednesday
2024-04-10,11,4,M,61,Local,Wednesday
2024-04-10,10,4,F,43,Local,Wednesday
2024-04-10,16,4,F,55,Foreigner,Wednesday
2024-04-10,15,4,F,20,Local,Wednesday
2024-04-10,12,4,M,53,Foreigner,Wednesday
2024-04-10,15,4,M,38,Foreigner,Wednesday
2024-04-10,15,4,F,26,Local,Wednesday
2024-04-10,16,4,M,18,Local,Wednesday
2024-04-10,10,4,M,63,Local,Wednesday
2024-04-10,11,4,F,58,Local,Wednesday
2024-04-10,18,4,M,39,Local,Wednesday
2024-04-11,18,4,F,38,Local,Thursday
2024-04-11,16,4,M,46,Local,Thursday
2024-04-11,14,4,F,49,Local,Thursday
2024-04-11,10,4,F,55,Local,Thursday
2024-04-11,13,4,F,19,Foreigner,Thursday
2024-04-11,16,4,M,68,Local,Thursday
2024-04-11,14,4,F,57,Local,Thursday
2024-04-11,15,4,M,67,Local,Thursday
2024-04-11,14,4,F,18,Local,Thursday
2024-04-11,13,4,M,69,Local,Thursday
2024-04-11,15,4,M,66,Foreigner,Thursday
2024-04-11,10,4,M,55,Local,Thursday
2024-04-11,11,4,F,56,Foreigner,Thursday
2024-04-11,14,4,F,33,Foreigner,Thursday
2024-04-11,13,4,F,29,Foreigner,Thursday
2024-04-11,18,4,M,23,Local,Thursday
2024-04-11,11,4,F,58,Foreigner,Thursday
2024-04-11,10,4,F,33,Local,Thursday
2024-04-11,11,4,M,39,Local,Thursday
2024-04-11,17,4,M,33,Foreigner,Thursday
2024-04-11,18,4,F,30,Foreigner,Thursday
2024-04-11,13,4,M,64,Local,Thursday
2024-04-11,11,4,M,36,Local,Thursday
2024-04-11,13,4,F,27,Local,Thursday
2024-04-11,14,4,F,28,Local,Thursday
2024-04-11,17,4,F,38,Foreigner,Thursday
2024-04-11,14,4,F,65,Local,Thursday
2024-04-11,13,4,M,39,Foreigner,Thursday
2024-04-11,12,4,F,63,Local,Thursday
2024-04-11,15,4,M,55,Local,Thursday
2024-04-11,14,4,M,55,Local,Thursday
2024-04-11,15,4,F,64,Foreigner,Thursday
2024-04-11,16,4,M,65,Foreigner,Thursday
2024-04-11,11,4,F,35,Local,Thursday
2024-04-11,12,4,M,23,Local,Thursday
2024-04-11,11,4,F,56,Local,Thursday
2024-04-11,15,4,M,47,Local,Thursday
2024-04-11,13,4,F,60,Local,Thursday
2024-04-11,18,4,F,29,Local,Thursday
2024-04-11,13,4,F,32,Local,Thursday
2024-04-11,13,4,M,70,Local,Thursday
2024-04-11,12,4,F,28,Local,Thursday
2024-04-11,13,4,M,19,Local,Thursday
2024-04-11,12,4,M,34,Local,Thursday
2024-04-11,15,4,F,43,Local,Thursday
2024-04-11,14,4,F,68,Local,Thursday
2024-04-11,16,4,M,20,Local,Thursday
2024-04-11,17,4,M,28,Foreigner,Thursday
2024-04-11,13,4,F,69,Foreigner,Thursday
2024-04-11,17,4,F,34,Local,Thursday
2024-04-11,17,4,M,56,Local,Thursday
2024-04-11,11,4,M,50,Local,Thursday
2024-04-11,15,4,F,62,Local,Thursday
2024-04-11,16,4,F,36,Foreigner,Thursday
2024-04-11,15,4,F,66,Local,Thursday
2024-04-11,16,4,F,25,Local,Thursday
2024-04-11,13,4,M,55,Local,Thursday
2024-04-11,15,4,F,59,Local,Thursday
2024-04-11,13,4,M,30,Local,Thursday
2024-04-11,18,4,F,31,Local,Thursday
2024-04-11,16,4,M,26,Foreigner,Thursday
2024-04-11,12,4,M,70,Local,Thursday
2024-04-11,16,4,F,18,Foreigner,Thursday
2024-04-11,18,4,M,18,Local,Thursday
2024-04-11,11,4,F,62,Local,Thursday
2024-04-11,14,4,M,29,Foreigner,Thursday
2024-04-11,10,4,M,26,Local,Thursday
2024-04-11,11,4,F,26,Local,Thursday
2024-04-11,17,4,M,27,Local,Thursday
2024-04-11,18,4,F,43,Local,Thursday
2024-04-11,16,4,M,21,Foreigner,Thursday
2024-04-11,14,4,M,28,Foreigner,Thursday
2024-04-11,12,4,M,22,Local,Thursday
2024-04-11,11,4,F,58,Foreigner,Thursday
2024-04-11,14,4,F,46,Foreigner,Thursday
2024-04-11,16,4,M,21,Local,Thursday
2024-04-11,12,4,F,61,Local,Thursday
2024-04-11,10,4,F,40,Local,Thursday
2024-04-11,18,4,M,60,Local,Thursday
2024-04-11,14,4,M,50,Local,Thursday
2024-04-11,13,4,F,40,Local,Thursday
2024-04-11,17,4,F,42,Local,Thursday
2024-04-11,14,4,F,27,Local,Thursday
2024-04-11,10,4,F,30,Local,Thursday
2024-04-11,13,4,M,29,Local,Thursday
2024-04-11,18,4,F,44,Local,Thursday
2024-04-11,11,4,M,43,Local,Thursday
2024-04-11,18,4,M,32,Local,Thursday
2024-04-11,18,4,M,24,Local,Thursday
2024-04-11,18,4,F,44,Local,Thursday
2024-04-11,11,4,M,22,Local,Thursday
2024-04-11,11,4,M,32,Local,Thursday
2024-04-11,10,4,F,23,Local,Thursday
2024-04-11,18,4,F,32,Local,Thursday
2024-04-11,17,4,M,48,Foreigner,Thursday
2024-04-11,14,4,M,32,Local,Thursday
2024-04-11,10,4,F,22,Local,Thursday
2024-04-11,10,4,F,25,Local,Thursday
2024-04-11,17,4,F,58,Local,Thursday
2024-04-11,14,4,M,43,Local,Thursday
2024-04-11,12,4,M,31,Local,Thursday
2024-04-11,16,4,F,58,Local,Thursday
2024-04-11,15,4,F,38,Foreigner,Thursday
2024-04-11,15,4,M,18,Local,Thursday
2024-04-11,10,4,F,55,Local,Thursday
2024-04-11,10,4,F,18,Local,Thursday
2024-04-11,11,4,M,57,Local,Thursday
2024-04-11,18,4,M,66,Local,Thursday
2024-04-11,11,4,F,47,Local,Thursday
2024-04-11,12,4,F,35,Foreigner,Thursday
2024-04-11,16,4,M,27,Local,Thursday
2024-04-11,11,4,M,28,Local,Thursday
2024-04-11,11,4,F,28,Foreigner,Thursday
2024-04-11,14,4,M,64,Local,Thursday
2024-04-11,18,4,M,49,Foreigner,Thursday
2024-04-11,14,4,M,60,Local,Thursday
2024-04-11,18,4,F,67,Local,Thursday
2024-04-11,11,4,F,57,Foreigner,Thursday
2024-04-11,10,4,F,52,Foreigner,Thursday
2024-04-11,14,4,M,23,Local,Thursday
2024-04-11,10,4,M,28,Foreigner,Thursday
2024-04-11,13,4,M,50,Local,Thursday
2024-04-11,11,4,F,41,Local,Thursday
2024-04-11,10,4,M,24,Local,Thursday
2024-04-11,14,4,F,37,Local,Thursday
2024-04-11,14,4,M,33,Local,Thursday
2024-04-11,16,4,F,32,Foreigner,Thursday
2024-04-11,16,4,F,70,Local,Thursday
2024-04-11,14,4,M,27,Local,Thursday
2024-04-11,18,4,F,46,Foreigner,Thursday
2024-04-11,14,4,M,69,Local,Thursday
2024-04-11,15,4,M,46,Local,Thursday
2024-04-11,12,4,M,62,Foreigner,Thursday
2024-04-11,13,4,M,35,Local,Thursday
2024-04-11,14,4,F,18,Local,Thursday
2024-04-11,11,4,F,23,Local,Thursday
2024-04-11,12,4,F,36,Local,Thursday
2024-04-11,15,4,F,20,Local,Thursday
2024-04-11,14,4,M,50,Foreigner,Thursday
2024-04-11,11,4,F,69,Local,Thursday
2024-04-11,15,4,M,40,Foreigner,Thursday
2024-04-11,11,4,M,36,Local,Thursday
2024-04-11,11,4,M,19,Local,Thursday
2024-04-11,10,4,F,51,Local,Thursday
2024-04-11,13,4,M,59,Local,Thursday
2024-04-11,15,4,F,20,Local,Thursday
2024-04-11,12,4,F,52,Local,Thursday
2024-04-11,15,4,M,68,Local,Thursday
2024-04-11,10,4,M,28,Local,Thursday
2024-04-11,11,4,F,58,Foreigner,Thursday
2024-04-11,14,4,M,53,Local,Thursday
2024-04-11,11,4,F,40,Local,Thursday
2024-04-11,12,4,F,64,Foreigner,Thursday
2024-04-11,15,4,M,46,Local,Thursday
2024-04-11,15,4,M,54,Local,Thursday
2024-04-11,16,4,M,36,Local,Thursday
2024-04-11,18,4,M,63,Local,Thursday
2024-04-11,17,4,M,65,Local,Thursday
2024-04-11,16,4,M,35,Local,Thursday
2024-04-11,12,4,M,67,Local,Thursday
2024-04-11,11,4,F,22,Foreigner,Thursday
2024-04-11,18,4,F,66,Foreigner,Thursday
2024-04-11,13,4,M,52,Local,Thursday
2024-04-11,10,4,F,26,Local,Thursday
2024-04-11,13,4,M,20,Local,Thursday
2024-04-11,14,4,M,32,Foreigner,Thursday
2024-04-11,11,4,F,46,Foreigner,Thursday
2024-04-11,10,4,F,58,Foreigner,Thursday
2024-04-11,15,4,M,58,Local,Thursday
2024-04-11,13,4,F,32,Local,Thursday
2024-04-11,13,4,F,25,Local,Thursday
2024-04-11,11,4,F,27,Local,Thursday
2024-04-12,17,4,F,69,Foreigner,Friday
2024-04-12,12,4,M,34,Foreigner,Friday
2024-04-12,11,4,F,25,Local,Friday
2024-04-12,18,4,F,29,Foreigner,Friday
2024-04-12,12,4,F,41,Local,Friday
2024-04-12,15,4,M,25,Local,Friday
2024-04-12,17,4,M,29,Local,Friday
2024-04-12,15,4,F,21,Foreigner,Friday
2024-04-12,15,4,F,52,Foreigner,Friday
2024-04-12,14,4,F,57,Local,Friday
2024-04-12,17,4,M,29,Local,Friday
2024-04-12,12,4,F,63,Local,Friday
2024-04-12,12,4,M,45,Foreigner,Friday
2024-04-12,12,4,F,36,Foreigner,Friday
2024-04-12,15,4,F,31,Local,Friday
2024-04-12,11,4,M,20,Local,Friday
2024-04-12,11,4,M,69,Local,Friday
2024-04-12,10,4,F,50,Local,Friday
2024-04-12,16,4,F,51,Local,Friday
2024-04-12,13,4,F,48,Local,Friday
2024-04-12,14,4,M,44,Local,Friday
2024-04-12,18,4,M,45,Local,Friday
2024-04-12,13,4,F,55,Local,Friday
2024-04-12,13,4,M,54,Local,Friday
2024-04-12,18,4,M,44,Local,Friday
2024-04-12,14,4,M,53,Local,Friday
2024-04-12,14,4,F,32,Local,Friday
2024-04-12,14,4,M,61,Local,Friday
2024-04-12,11,4,M,24,Local,Friday
2024-04-12,18,4,F,40,Foreigner,Friday
2024-04-12,13,4,F,26,Foreigner,Friday
2024-04-12,14,4,F,29,Local,Friday
2024-04-12,12,4,F,52,Local,Friday
2024-04-12,13,4,F,40,Local,Friday
2024-04-12,11,4,F,61,Local,Friday
2024-04-12,15,4,M,20,Local,Friday
2024-04-12,17,4,M,48,Local,Friday
2024-04-12,18,4,F,28,Local,Friday
2024-04-12,12,4,M,69,Foreigner,Friday
2024-04-12,10,4,F,37,Foreigner,Friday
2024-04-12,14,4,M,53,Local,Friday
2024-04-12,13,4,M,67,Local,Friday
2024-04-12,13,4,M,39,Foreigner,Friday
2024-04-12,13,4,M,31,Foreigner,Friday
2024-04-12,16,4,F,30,Local,Friday
2024-04-12,11,4,M,44,Foreigner,Friday
2024-04-12,13,4,M,53,Local,Friday
2024-04-12,12,4,M,27,Local,Friday
2024-04-12,10,4,M,26,Foreigner,Friday
2024-04-12,11,4,F,61,Foreigner,Friday
2024-04-12,12,4,F,26,Foreigner,Friday
2024-04-12,12,4,M,27,Local,Friday
2024-04-12,13,4,F,38,Local,Friday
2024-04-12,14,4,M,51,Local,Friday
2024-04-12,13,4,M,22,Local,Friday
2024-04-12,14,4,F,44,Local,Friday
2024-04-12,17,4,F,37,Local,Friday
2024-04-12,11,4,F,22,Local,Friday
2024-04-12,13,4,F,52,Local,Friday
2024-04-12,16,4,F,70,Foreigner,Friday
2024-04-12,18,4,M,56,Local,Friday
2024-04-12,12,4,F,32,Local,Friday
2024-04-12,10,4,M,62,Local,Friday
2024-04-12,18,4,M,69,Local,Friday
2024-04-12,10,4,M,66,Local,Friday
2024-04-12,14,4,M,68,Foreigner,Friday
2024-04-12,18,4,F,52,Foreigner,Friday
2024-04-12,10,4,F,39,Local,Friday
2024-04-12,14,4,M,59,Local,Friday
2024-04-12,12,4,M,39,Local,Friday
2024-04-12,18,4,F,46,Local,Friday
2024-04-12,18,4,F,69,Local,Friday
2024-04-12,14,4,M,70,Local,Friday
2024-04-12,16,4,F,49,Local,Friday
2024-04-12,17,4,F,22,Local,Friday
2024-04-12,15,4,F,61,Foreigner,Friday
2024-04-12,14,4,F,55,Local,Friday
2024-04-12,14,4,M,31,Local,Friday
2024-04-12,12,4,M,59,Local,Friday
2024-04-12,14,4,F,23,Foreigner,Friday
2024-04-12,16,4,F,22,Local,Friday
2024-04-12,14,4,F,42,Local,Friday
2024-04-12,10,4,M,26,Local,Friday
2024-04-12,15,4,F,25,Local,Friday
2024-04-12,14,4,M,65,Local,Friday
2024-04-12,17,4,M,48,Foreigner,Friday
2024-04-12,18,4,F,48,Local,Friday
2024-04-12,18,4,M,32,Local,Friday
2024-04-12,14,4,M,25,Foreigner,Friday
2024-04-12,12,4,M,50,Local,Friday
2024-04-12,18,4,F,61,Local,Friday
2024-04-12,11,4,M,19,Local,Friday
2024-04-12,18,4,M,69,Foreigner,Friday
2024-04-12,12,4,M,50,Local,Friday
2024-04-12,17,4,M,64,Foreigner,Friday
2024-04-12,11,4,F,61,Local,Friday
2024-04-12,13,4,M,48,Local,Friday
2024-04-12,13,4,F,49,Local,Friday
2024-04-12,11,4,M,19,Local,Friday
2024-04-12,16,4,F,45,Local,Friday
2024-04-12,12,4,F,20,Local,Friday
2024-04-12,10,4,M,54,Foreigner,Friday
2024-04-12,15,4,M,66,Local,Friday
2024-04-12,18,4,M,68,Local,Friday
2024-04-12,17,4,M,57,Local,Friday
2024-04-12,10,4,M,61,Local,Friday
2024-04-12,18,4,M,55,Local,Friday
2024-04-12,10,4,M,20,Foreigner,Friday
2024-04-12,11,4,F,48,Local,Friday
2024-04-12,15,4,M,53,Local,Friday
2024-04-12,17,4,M,42,Local,Friday
2024-04-12,14,4,M,22,Local,Friday
2024-04-12,14,4,F,48,Local,Friday
2024-04-12,14,4,F,41,Local,Friday
2024-04-12,13,4,M,66,Local,Friday
2024-04-12,10,4,M,68,Local,Friday
2024-04-12,11,4,F,42,Local,Friday
2024-04-12,10,4,F,23,Local,Friday
2024-04-12,18,4,M,28,Local,Friday
2024-04-12,18,4,F,31,Local,Friday
2024-04-12,16,4,F,56,Local,Friday
2024-04-12,16,4,F,22,Local,Friday
2024-04-12,10,4,F,20,Local,Friday
2024-04-12,18,4,F,55,Local,Friday
2024-04-12,13,4,F,36,Local,Friday
2024-04-12,14,4,F,46,Foreigner,Friday
2024-04-12,15,4,F,27,Foreigner,Friday
2024-04-12,17,4,F,39,Local,Friday
2024-04-12,14,4,F,51,Local,Friday
2024-04-12,11,4,M,43,Local,Friday
2024-04-12,17,4,M,40,Local,Friday
2024-04-12,13,4,F,51,Foreigner,Friday
2024-04-12,10,4,F,34,Local,Friday
2024-04-12,14,4,M,39,Local,Friday
2024-04-12,16,4,F,39,Local,Friday
2024-04-12,10,4,F,42,Local,Friday
2024-04-12,14,4,F,58,Local,Friday
2024-04-12,10,4,M,35,Foreigner,Friday
2024-04-12,18,4,F,62,Local,Friday
2024-04-12,15,4,M,46,Local,Friday
2024-04-12,14,4,M,27,Local,Friday
2024-04-12,15,4,F,33,Local,Friday
2024-04-12,18,4,M,43,Foreigner,Friday
2024-04-12,12,4,F,56,Local,Friday
2024-04-12,15,4,M,61,Local,Friday
2024-04-12,10,4,F,46,Local,Friday
2024-04-12,14,4,M,53,Local,Friday
2024-04-12,14,4,F,18,Local,Friday
2024-04-12,17,4,M,29,Local,Friday
2024-04-12,16,4,M,47,Foreigner,Friday
2024-04-12,13,4,F,23,Foreigner,Friday
2024-04-12,12,4,M,57,Local,Friday
2024-04-12,18,4,M,52,Foreigner,Friday
2024-04-12,18,4,F,30,Local,Friday
2024-04-12,13,4,F,69,Local,Friday
2024-04-12,18,4,F,47,Local,Friday
2024-04-12,11,4,F,45,Local,Friday
2024-04-12,10,4,M,67,Local,Friday
2024-04-12,18,4,M,37,Local,Friday
2024-04-12,14,4,F,25,Foreigner,Friday
2024-04-12,12,4,F,39,Foreigner,Friday
2024-04-12,13,4,M,57,Local,Friday
2024-04-12,17,4,F,67,Local,Friday
2024-04-12,13,4,M,51,Local,Friday
2024-04-12,13,4,F,29,Local,Friday
2024-04-12,18,4,M,62,Local,Friday
2024-04-12,10,4,F,22,Local,Friday
2024-04-12,11,4,M,29,Local,Friday
2024-04-12,17,4,M,37,Local,Friday
2024-04-12,16,4,M,34,Local,Friday
2024-04-12,15,4,M,69,Foreigner,Friday
2024-04-12,14,4,F,22,Foreigner,Friday
2024-04-12,13,4,M,45,Local,Friday
2024-04-12,11,4,F,46,Foreigner,Friday
2024-04-12,13,4,M,27,Foreigner,Friday
2024-04-12,14,4,M,52,Local,Friday
2024-04-12,10,4,M,34,Local,Friday
2024-04-12,10,4,M,19,Local,Friday
2024-04-12,18,4,M,59,Foreigner,Friday
2024-04-12,15,4,F,35,Local,Friday
2024-04-12,12,4,M,37,Local,Friday
2024-04-12,17,4,M,64,Foreigner,Friday
2024-04-12,12,4,M,54,Local,Friday
2024-04-12,15,4,M,38,Local,Friday
2024-04-12,18,4,F,22,Local,Friday
2024-04-12,10,4,F,23,Foreigner,Friday
2024-04-12,15,4,F,51,Local,Friday
2024-04-13,18,4,F,28,Local,Saturday
2024-04-13,13,4,M,46,Local,Saturday
2024-04-13,18,4,F,26,Local,Saturday
2024-04-13,12,4,F,46,Foreigner,Saturday
2024-04-13,13,4,F,43,Local,Saturday
2024-04-13,11,4,M,29,Local,Saturday
2024-04-13,16,4,M,32,Local,Saturday
2024-04-13,16,4,F,65,Local,Saturday
2024-04-13,11,4,M,29,Local,Saturday
2024-04-13,10,4,F,60,Local,Saturday
2024-04-13,18,4,M,51,Foreigner,Saturday
2024-04-13,17,4,F,18,Local,Saturday
2024-04-13,14,4,F,31,Local,Saturday
2024-04-13,11,4,F,28,Local,Saturday
2024-04-13,14,4,F,30,Local,Saturday
2024-04-13,15,4,M,21,Local,Saturday
2024-04-13,10,4,F,49,Local,Saturday
2024-04-13,11,4,M,37,Local,Saturday
2024-04-13,18,4,M,41,Local,Saturday
2024-04-13,13,4,F,49,Local,Saturday
2024-04-13,16,4,M,64,Local,Saturday
2024-04-13,18,4,M,57,Local,Saturday
2024-04-13,12,4,M,61,Local,Saturday
2024-04-13,18,4,M,37,Local,Saturday
2024-04-13,14,4,M,32,Local,Saturday
2024-04-13,16,4,M,26,Local,Saturday
2024-04-13,14,4,M,19,Local,Saturday
2024-04-13,15,4,F,31,Local,Saturday
2024-04-13,16,4,F,20,Foreigner,Saturday
2024-04-13,15,4,F,48,Local,Saturday
2024-04-13,13,4,F,19,Local,Saturday
2024-04-13,18,4,M,30,Local,Saturday
2024-04-13,18,4,F,30,Local,Saturday
2024-04-13,12,4,M,65,Foreigner,Saturday
2024-04-13,11,4,F,33,Local,Saturday
2024-04-13,16,4,M,35,Local,Saturday
2024-04-13,13,4,M,57,Foreigner,Saturday
2024-04-13,14,4,F,46,Foreigner,Saturday
2024-04-13,14,4,M,24,Local,Saturday
2024-04-13,10,4,F,59,Local,Saturday
2024-04-13,17,4,M,32,Local,Saturday
2024-04-13,10,4,F,51,Local,Saturday
2024-04-13,18,4,M,47,Local,Saturday
2024-04-13,17,4,F,47,Local,Saturday
2024-04-13,17,4,M,63,Local,Saturday
2024-04-13,15,4,F,24,Foreigner,Saturday
2024-04-13,18,4,F,18,Foreigner,Saturday
2024-04-13,15,4,M,63,Local,Saturday
2024-04-13,15,4,M,55,Local,Saturday
2024-04-13,15,4,M,44,Local,Saturday
2024-04-13,18,4,M,22,Local,Saturday
2024-04-13,10,4,M,42,Local,Saturday
2024-04-13,17,4,F,66,Local,Saturday
2024-04-13,13,4,M,47,Local,Saturday
2024-04-13,17,4,F,21,Foreigner,Saturday
2024-04-13,14,4,F,21,Foreigner,Saturday
2024-04-13,12,4,M,30,Local,Saturday
2024-04-13,14,4,M,33,Local,Saturday
2024-04-13,11,4,M,67,Local,Saturday
2024-04-13,15,4,M,50,Foreigner,Saturday
2024-04-13,17,4,M,32,Foreigner,Saturday
2024-04-13,10,4,M,59,Local,Saturday
2024-04-13,17,4,M,54,Local,Saturday
2024-04-13,18,4,F,60,Local,Saturday
2024-04-13,11,4,F,21,Foreigner,Saturday
2024-04-13,13,4,M,67,Local,Saturday
2024-04-13,15,4,F,40,Local,Saturday
2024-04-13,16,4,M,31,Foreigner,Saturday
2024-04-13,16,4,M,48,Local,Saturday
2024-04-13,11,4,F,69,Local,Saturday
2024-04-13,10,4,M,60,Local,Saturday
2024-04-13,11,4,M,48,Foreigner,Saturday
2024-04-13,17,4,F,65,Local,Saturday
2024-04-13,15,4,F,18,Foreigner,Saturday
2024-04-13,15,4,M,39,Local,Saturday
2024-04-13,12,4,M,21,Local,Saturday
2024-04-13,13,4,M,27,Foreigner,Saturday
2024-04-13,18,4,F,40,Local,Saturday
2024-04-13,14,4,F,49,Local,Saturday
2024-04-13,14,4,M,38,Local,Saturday
2024-04-13,11,4,M,29,Local,Saturday
2024-04-13,18,4,F,21,Local,Saturday
2024-04-13,16,4,F,56,Foreigner,Saturday
2024-04-13,14,4,F,32,Foreigner,Saturday
2024-04-13,17,4,M,34,Local,Saturday
2024-04-13,12,4,F,50,Local,Saturday
2024-04-13,14,4,F,27,Foreigner,Saturday
2024-04-13,14,4,M,69,Local,Saturday
2024-04-13,17,4,F,21,Local,Saturday
2024-04-13,12,4,F,69,Local,Saturday
2024-04-13,18,4,F,61,Local,Saturday
2024-04-13,17,4,M,65,Foreigner,Saturday
2024-04-13,14,4,M,63,Local,Saturday
2024-04-13,12,4,F,70,Local,Saturday
2024-04-13,14,4,F,22,Local,Saturday
2024-04-13,12,4,M,42,Local,Saturday
2024-04-13,11,4,F,19,Foreigner,Saturday
2024-04-13,15,4,F,51,Local,Saturday
2024-04-13,15,4,F,67,Local,Saturday
2024-04-13,16,4,F,51,Local,Saturday
2024-04-13,12,4,F,42,Foreigner,Saturday
2024-04-13,12,4,M,24,Local,Saturday
2024-04-13,14,4,F,66,Foreigner,Saturday
2024-04-13,15,4,M,56,Local,Saturday
2024-04-13,15,4,F,18,Local,Saturday
2024-04-13,15,4,M,32,Local,Saturday
2024-04-13,16,4,F,32,Foreigner,Saturday
2024-04-13,11,4,F,68,Local,Saturday
2024-04-13,16,4,F,45,Local,Saturday
2024-04-13,14,4,F,23,Local,Saturday
2024-04-13,10,4,F,45,Local,Saturday
2024-04-13,17,4,M,19,Local,Saturday
2024-04-13,12,4,F,24,Local,Saturday
2024-04-13,14,4,F,36,Local,Saturday
2024-04-13,13,4,M,37,Local,Saturday
2024-04-13,10,4,M,20,Local,Saturday
2024-04-13,11,4,M,70,Local,Saturday
2024-04-13,16,4,M,68,Local,Saturday
2024-04-13,11,4,M,25,Local,Saturday
2024-04-13,17,4,F,36,Local,Saturday
2024-04-13,12,4,M,26,Local,Saturday
